,coef,odds_ratio,pvalue,pr_sq,N,major_city,state,isp,model,intercept,probability_treatment,probability_exposure,odds_directional,is_coef_positive,probability_delta,perc_probability
n_providers,0.9490107651567877,2.5831530499784274,2.0344229119165054e-87,0.070253424779668,10615,Atlanta,GA,AT&T,race_quantile_minus_ppl_per_sq_mile_standard,-4.049500232829036,0.017132446827648293,0.04308706939410502,2.5831530499784274,True,0.025954622566456725,2.5149396246525177
internet_perc_broadband,-0.21640235830950771,0.8054111727918947,1.586254458335557e-07,0.070253424779668,10615,Atlanta,GA,AT&T,race_quantile_minus_ppl_per_sq_mile_standard,-4.049500232829036,0.017132446827648293,0.013844819713185491,-0.8054111727918947,False,-0.0032876271144628016,0.808105220022791
"C(race_quantile, Treatment('most white'))[T.more white]",0.3276962985234936,1.3877674412618959,0.0012582426975822382,0.07615263670124328,10615,Atlanta,GA,AT&T,race_quantile_minus_n_providers ,-2.6011502873314454,0.06906442648772676,0.09334548302771184,1.3877674412618959,True,0.02428105653998508,1.3515711021548842
"C(race_quantile, Treatment('most white'))[T.less white]",0.8598031972438486,2.362695662929215,6.883231715327826e-15,0.07615263670124328,10615,Atlanta,GA,AT&T,race_quantile_minus_n_providers ,-2.6011502873314454,0.06906442648772676,0.1491419098770573,2.362695662929215,True,0.08007748338933054,2.1594606291787697
"C(race_quantile, Treatment('most white'))[T.least white]",0.35599738715525253,1.427603818151834,0.005338002040658877,0.07615263670124328,10615,Atlanta,GA,AT&T,race_quantile_minus_n_providers ,-2.6011502873314454,0.06906442648772676,0.09576838661153968,1.427603818151834,True,0.026703960123812917,1.386652890378499
ppl_per_sq_mile_standard,0.5430949570767747,1.7213260568604336,5.5648395434010194e-92,0.07615263670124328,10615,Atlanta,GA,AT&T,race_quantile_minus_n_providers ,-2.6011502873314454,0.06906442648772676,0.11324096201840653,1.7213260568604336,True,0.04417653553067977,1.6396424002526142
internet_perc_broadband,-0.16902053465972255,0.8444915618611224,4.29430627211573e-05,0.07615263670124328,10615,Atlanta,GA,AT&T,race_quantile_minus_n_providers ,-2.6011502873314454,0.06906442648772676,0.05895753528285777,-0.8444915618611224,False,-0.01010689120486899,0.8536599560894774
"C(race_quantile, Treatment('most white'))[T.more white]",0.4562145716740323,1.578088921622362,8.664411788065856e-06,0.10342503369992606,10615,Atlanta,GA,AT&T,race_quantile_minus_internet_perc_broadband,-4.08107281313799,0.016608824791370814,0.02596094160092805,1.578088921622362,True,0.009352116809557238,1.5630811888879803
"C(race_quantile, Treatment('most white'))[T.less white]",1.4671359386263731,4.336796485729241,9.37846891830612e-48,0.10342503369992606,10615,Atlanta,GA,AT&T,race_quantile_minus_internet_perc_broadband,-4.08107281313799,0.016608824791370814,0.06824683508346024,4.336796485729241,True,0.051638010292089434,4.109070686260607
"C(race_quantile, Treatment('most white'))[T.least white]",1.1734330565526618,3.2330729302202497,1.4275748381322059e-24,0.10342503369992606,10615,Atlanta,GA,AT&T,race_quantile_minus_internet_perc_broadband,-4.08107281313799,0.016608824791370814,0.05177719220471862,3.2330729302202497,True,0.035168367413347806,3.1174506839050817
ppl_per_sq_mile_standard,0.42731929393353846,1.5331421065553534,9.678111226425635e-61,0.10342503369992606,10615,Atlanta,GA,AT&T,race_quantile_minus_internet_perc_broadband,-4.08107281313799,0.016608824791370814,0.02524019018078824,1.5331421065553534,True,0.008631365389417427,1.5196854983925105
n_providers,0.7453351670173058,2.10714756300242,6.1156770501996155e-52,0.10342503369992606,10615,Atlanta,GA,AT&T,race_quantile_minus_internet_perc_broadband,-4.08107281313799,0.016608824791370814,0.03436532073604998,2.10714756300242,True,0.01775649594467917,2.069100081897705
"C(redlining_grade, Treatment('rest'))[T.C]",1.9489882976671506,7.021580236831494,2.474182982306674e-24,0.0522180542634858,10615,Atlanta,GA,AT&T,redlining_grade_alone,-3.3979663610807247,0.03235908141962372,0.190158892875449,7.021580236831494,True,0.15779981145582528,5.876523205634933
"C(redlining_grade, Treatment('rest'))[T.D]",1.7557386258236334,5.787721123829435,3.2492841357546705e-18,0.0522180542634858,10615,Atlanta,GA,AT&T,redlining_grade_alone,-3.3979663610807247,0.03235908141962372,0.16216216216216214,5.787721123829435,True,0.12980308074253843,5.011333914559797
"C(redlining_grade, Treatment('rest'))[T.C]",1.6495290138193208,5.204527989074428,4.744144883704223e-17,0.1249906460733663,10615,Atlanta,GA,AT&T,redlining_grade_controls,-4.048441098521781,0.01715029063601191,0.08325569310242323,5.204527989074428,True,0.06610540246641132,4.854477097175499
"C(redlining_grade, Treatment('rest'))[T.D]",1.4142026028569237,4.113205299795907,9.057325946673519e-12,0.1249906460733663,10615,Atlanta,GA,AT&T,redlining_grade_controls,-4.048441098521781,0.01715029063601191,0.06696713206238607,4.113205299795907,True,0.04981684142637416,3.904722869347155
ppl_per_sq_mile_standard,0.3641333800360882,1.439266170729967,4.280608200296464e-24,0.1249906460733663,10615,Atlanta,GA,AT&T,redlining_grade_controls,-4.048441098521781,0.01715029063601191,0.024499266862603217,1.439266170729967,True,0.007348976226591308,1.4285044715895394
n_providers,0.4603124310979111,1.5845689762900965,9.127344816611017e-10,0.1249906460733663,10615,Atlanta,GA,AT&T,redlining_grade_controls,-4.048441098521781,0.01715029063601191,0.026906070913173385,1.5845689762900965,True,0.009755780277161476,1.5688405219603943
